atomic number,density (g/cm3),thickness (nm),initial energy eV,number trajectories,repetition id,bse,bse variance,bse std,te,te variance,te std,elapse time s
83,9.8,1e+09,15000,1000000,1,0.560584,2.4633e-07,0.000496316,0,0,0,184.936
84,9.2,1e+09,15000,1000000,1,0.56218,2.46134e-07,0.000496119,0,0,0,186.681
85,7,1e+09,15000,1000000,1,0.564566,2.45831e-07,0.000495814,0,0,0,189.483
86,9.91,1e+09,15000,1000000,1,0.567864,2.45394e-07,0.000495373,0,0,0,189.035
87,2.44,1e+09,15000,1000000,1,0.570493,2.45031e-07,0.000495006,0,0,0,188.261
88,5,1e+09,15000,1000000,1,0.572047,2.44809e-07,0.000494782,0,0,0,189.598
89,10.07,1e+09,15000,1000000,1,0.574048,2.44517e-07,0.000494486,0,0,0,190.644
90,11.7,1e+09,15000,1000000,1,0.576048,2.44217e-07,0.000494183,0,0,0,190.668
91,15.4,1e+09,15000,1000000,1,0.579053,2.43751e-07,0.000493711,0,0,0,192.068
92,18.9,1e+09,15000,1000000,1,0.580072,2.43588e-07,0.000493547,0,0,0,193.743
93,20.4,1e+09,15000,1000000,1,0.584266,2.42899e-07,0.000492848,0,0,0,193.38
94,19.8,1e+09,15000,1000000,1,0.585451,2.42698e-07,0.000492644,0,0,0,193.613
95,13.6,1e+09,15000,1000000,1,0.587022,2.42427e-07,0.000492369,0,0,0,195.72
96,13.511,1e+09,15000,1000000,1,0.589826,2.41931e-07,0.000491865,0,0,0,195.963
